timestamp,gpu_index,gpu_name,gpu_utilization_pct,memory_used_MiB,memory_total_MiB
2026/03/13 18:45:27.725, 0, NVIDIA GH200 120GB, 0, 2, 97871
2026/03/13 18:45:30.748, 0, NVIDIA GH200 120GB, 0, 2, 97871
2026/03/13 18:45:33.766, 0, NVIDIA GH200 120GB, 0, 2, 97871
2026/03/13 18:45:36.783, 0, NVIDIA GH200 120GB, 0, 2, 97871
2026/03/13 18:45:39.807, 0, NVIDIA GH200 120GB, 1, 3636, 97871
2026/03/13 18:45:42.822, 0, NVIDIA GH200 120GB, 0, 3792, 97871
2026/03/13 18:45:45.838, 0, NVIDIA GH200 120GB, 0, 3792, 97871
2026/03/13 18:45:48.857, 0, NVIDIA GH200 120GB, 4, 4298, 97871
2026/03/13 18:45:51.894, 0, NVIDIA GH200 120GB, 0, 4300, 97871
2026/03/13 18:45:54.916, 0, NVIDIA GH200 120GB, 0, 4300, 97871
2026/03/13 18:45:57.932, 0, NVIDIA GH200 120GB, 0, 4300, 97871
2026/03/13 18:46:00.947, 0, NVIDIA GH200 120GB, 0, 4300, 97871
2026/03/13 18:46:03.963, 0, NVIDIA GH200 120GB, 0, 4366, 97871
2026/03/13 18:46:06.978, 0, NVIDIA GH200 120GB, 0, 87916, 97871
2026/03/13 18:46:09.994, 0, NVIDIA GH200 120GB, 0, 87978, 97871
2026/03/13 18:46:13.009, 0, NVIDIA GH200 120GB, 0, 88050, 97871
2026/03/13 18:46:16.025, 0, NVIDIA GH200 120GB, 0, 88688, 97871
2026/03/13 18:46:19.040, 0, NVIDIA GH200 120GB, 0, 4, 97871
